"User","Count","URLs"
"dbernstein;",2,"https://github.com/fcrepo4/fcrepo4/pull/1282;https://github.com/fcrepo4/fcrepo-module-auth-webac/pull/81"
"bseeger;Amherst College",1,"https://github.com/fcrepo4/fcrepo4/pull/1283"
