"User","Count","URLs"
"whikloj;",2,"https://github.com/fcrepo4/fcrepo4/pull/1279;https://github.com/fcrepo4/fcrepo4/pull/1278"
"bseeger;Amherst College",1,"https://github.com/fcrepo4/fcrepo4/pull/1280"
