"User","Count","URLs"
"dbernstein;",2,"https://github.com/fcrepo4/fcrepo4/pull/1280;https://github.com/fcrepo4/fcrepo4/pull/1278"
"escowles;Princeton University Library",1,"https://github.com/fcrepo4/fcrepo4/pull/1280"
